step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
21,0.07521632313728333,0.0001238449967786437,5.888274955623274e-05,0.0,0.0012420048851708998,0.09814453125,0.3278942294450968,215.50272130966187,219.556640625,140.04880142211914,5e-06,21,0,0.4453125,1.0,0.0,0.4453125,1.0,0.0,-0.03147846460342407,2.4748666286468506,-0.35355237126350403,-0.03147846460342407,2.4748666286468506,-0.35355237126350403,1892.453125,8192.0,102.0,0.0390625,1892.453125,8192.0,102.0,0.0390625,0.0,1221.75,1701.0,798.0,0.0,3,62,18.8828125,0.5,0.5,3.5625,8,3.5625,8.0,8,8,3.172829747200012e-05,1.1361566707491875,79.23317191191018,18.393570561893284,0.0,0.0,0.0,79.23317191191018,0.0,1063,8192,81.4240046236664,0.00010671094059944153,3.179940512403846,0.0036999396979808807,19.977164819836617,104.6105094961822,3.7515535950660706e-05,0.33613780321369585,9.28191827258398e-06,0.050116063047420376,398618,104.6105094961822,1905.248344166356,,,,,,,
22,0.07448863238096237,0.0017853741883300245,5.44860417903692e-05,2.420756402443658e-06,-0.0016756062250351533,0.6328125,0.3318740057642381,215.50272130966187,219.556640625,139.92803192138672,5e-06,22,0,0.5859375,1.0,0.0,0.5859375,1.0,0.0,-0.3313601315021515,2.4748666286468506,-2.4748666286468506,-0.3313601315021515,2.4748666286468506,-2.4748666286468506,2403.3125,8192.0,132.0,0.0703125,2403.3125,8192.0,132.0,0.0703125,0.0,1240.0,1873.0,819.0,0.0,3,62,22.3828125,0.1875,0.8125,4.6875,8,4.6875,8.0,8,8,6.19012862443924e-05,1.452568156644702,86.71620168536901,23.908879552560393,0.0,0.0,0.0,86.71620168536901,0.0,1271,8192,89.20083946734667,0.00010177493095397949,3.6379584576934576,0.0036884546279907227,23.83530885539949,116.70318481884897,3.8057565689086914e-05,0.289967100965291,7.909300061737093e-06,0.05111100143970865,466344,116.70318481884897,1997.9917460002337,,,,,,,
23,0.06534440815448761,0.0019195787631360872,-0.00015775567680975655,1.5820088492546347e-06,-0.001361718725092942,0.5859375,0.3509125120316614,219.47975540161133,224.244140625,139.72225952148438,5e-06,23,0,0.3984375,1.0,0.0,0.3984375,1.0,0.0,-0.16817523539066315,2.4748666286468506,-2.4748666286468506,-0.16817523539066315,2.4748666286468506,-2.4748666286468506,3975.109375,8192.0,177.0,0.203125,3975.109375,8192.0,177.0,0.203125,0.0,1289.3125,1986.0,874.0,0.0,3,62,34.09375,0.4375,0.5625,3.1875,8,3.1875,8.0,8,8,6.555579602718353e-05,2.014898570254445,93.33161354623735,42.91360054840334,0.0,0.0,0.0,93.33161354623735,0.0,1756,8192,95.71681044436991,0.00010986067354679108,5.124687869101763,0.0037181396037340164,34.33346442691982,135.21615549735725,4.082918167114258e-05,0.18811748584820762,5.517788342935947e-06,0.05095149993755223,673846,135.21615549735725,2491.7362778191473,,,,,,,
24,0.06819389760494232,0.0018564940146461595,-0.00013526025775689732,1.6311727222273475e-06,-0.003928970239940099,0.810546875,0.34717289309007704,219.47975540161133,224.244140625,140.041748046875,5e-06,24,0,0.359375,1.0,0.0,0.359375,1.0,0.0,-0.2174294888973236,2.4748666286468506,-2.4748666286468506,-0.2174294888973236,2.4748666286468506,-2.4748666286468506,3673.71875,8192.0,168.0,0.125,3673.71875,8192.0,168.0,0.125,0.0,1222.1875,1977.0,867.0,0.0,3,62,33.34375,0.4375,0.5625,2.875,8,2.875,8.0,8,8,3.219768404960632e-05,2.028565788641572,91.30101319029927,39.39367279400176,0.0,0.0,0.0,91.30101319029927,0.0,1061,8192,93.56662427634001,0.00012689828872680664,4.715950284153223,0.003739548847079277,31.58206775225699,129.89539214596152,5.652569234371185e-05,0.19897801162892678,5.967276307181505e-06,0.050396166044745595,626676,129.89539214596152,2412.2333735126394,,,,,,,
25,0.0810345709323883,0.001824050548748346,8.993884046049061e-05,6.4535585124758654e-06,-0.0008026979849091731,0.63671875,0.3311836147556868,219.47975540161133,224.244140625,139.6397590637207,5e-06,25,0,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.19605980813503265,2.4748666286468506,-2.4748666286468506,-0.19605980813503265,2.4748666286468506,-2.4748666286468506,2161.34375,8192.0,131.0,0.046875,2161.34375,8192.0,131.0,0.046875,0.0,1163.375,1789.0,783.0,0.0,3,62,22.140625,0.1875,0.8125,5.1875,8,5.1875,8.0,8,8,6.775744259357452e-05,1.4479466434568167,85.29308226890862,21.80134927238396,0.0,0.0,0.0,85.29308226890862,0.0,1018,8192,87.53731075115502,9.830854833126068e-05,3.351257983595133,0.0036277826875448227,21.398883275687695,112.3163876850158,3.686733543872833e-05,0.3164166922746086,8.524646557379908e-06,0.050283584315608684,425564,112.3163876850158,1894.487566647297,,,,,,,
26,0.06840299069881439,0.001617694726519403,-0.0003550769680487065,3.278294741448917e-06,-0.0023882325331214815,0.5341796875,0.3483066496333703,219.47975540161133,224.244140625,139.74217224121094,5e-06,26,0,0.296875,1.0,0.0,0.296875,1.0,0.0,-0.1591445654630661,0.935412585735321,-2.4748666286468506,-0.1591445654630661,0.935412585735321,-2.4748666286468506,3368.109375,8192.0,109.0,0.0859375,3368.109375,8192.0,109.0,0.0859375,0.0,1273.4375,1881.0,874.0,0.0,3,62,33.2109375,0.625,0.375,2.375,8,2.375,8.0,8,8,6.388500332832336e-05,1.2109538409858942,88.13826827146113,35.10195971268695,0.0,0.0,0.0,88.13826827146113,0.0,874,8192,90.44947680830956,0.00010254047811031342,4.478675404563546,0.0036978665739297867,29.553072767332196,124.51523849740624,3.646686673164368e-05,0.20980213493361344,6.224128159607665e-06,0.04974276619683665,594118,124.51523849740624,2385.724057430834,,,,,,,
27,0.07203647494316101,0.0015392590648843907,-0.00016192183420571382,1.5228529264277313e-06,0.0016235435323324054,0.673828125,0.33279192858693607,219.47975540161133,224.244140625,139.66954803466797,5e-06,27,0,0.546875,1.0,0.0,0.546875,1.0,0.0,-0.32204872369766235,1.20761239528656,-1.20761239528656,-0.32204872369766235,1.20761239528656,-1.20761239528656,2062.2109375,8192.0,113.0,0.0546875,2062.2109375,8192.0,113.0,0.0546875,0.0,1445.4375,2020.0,785.0,0.0,3,61,22.2109375,0.3125,0.6875,4.375,8,4.375,8.0,8,8,5.943886935710907e-05,1.333660688251257,84.55333943478763,20.47463406670431,0.0,0.0,0.0,84.55333943478763,0.0,1718,8192,87.17463279142976,0.00010389834642410278,3.5054390262812376,0.0038003847002983093,22.41810468584299,113.12759385071695,3.549829125404358e-05,0.33025322788205075,8.464504353874701e-06,0.0499312989824535,448979,113.12759385071695,1984.3920688018532,,,,,,,
28,0.07240124046802521,0.0008797660511845606,4.7795123805371986e-05,4.474740194382321e-06,-0.003227889093977865,0.9453125,0.34185607918381644,219.47975540161133,224.244140625,140.0998420715332,5e-06,28,0,0.4453125,1.0,0.0,0.4453125,1.0,0.0,-0.1366805136203766,1.6201815605163574,-0.935412585735321,-0.1366805136203766,1.6201815605163574,-0.935412585735321,2852.0546875,8192.0,116.0,0.03125,2852.0546875,8192.0,116.0,0.03125,0.0,1083.875,1728.0,890.0,0.0,3,62,30.6171875,0.4375,0.5625,3.5625,8,3.5625,8.0,8,8,5.554594099521637e-05,1.2370365262031555,85.81702145002782,29.373370957458974,0.0,0.0,0.0,85.81702145002782,0.0,1087,8192,88.03125333972275,0.00010276585817337036,3.840943483635783,0.003763798624277115,24.829752968624234,116.73195747472346,3.824010491371155e-05,0.24113989459277646,7.470833852939595e-06,0.04928503821687664,503799,116.73195747472346,2157.9309166861613,,,,,,,
29,0.06667590141296387,0.0014204551225702744,-0.00025851670022802864,2.6909813186648535e-06,0.0011967876926064491,0.658203125,0.3469964512950465,219.47975540161133,224.244140625,140.1496925354004,5e-06,29,0,0.4765625,1.0,0.0,0.4765625,1.0,0.0,-0.23287566006183624,2.4748666286468506,-2.4748666286468506,-0.23287566006183624,2.4748666286468506,-2.4748666286468506,3861.9453125,8192.0,111.0,0.1953125,3861.9453125,8192.0,111.0,0.1953125,0.0,1193.5,1935.0,831.0,0.0,3,62,33.9765625,0.25,0.75,3.8125,8,3.8125,8.0,8,8,3.338418900966644e-05,1.2341985329985619,94.35713599063456,41.247238430340076,0.0,0.0,0.0,94.35713599063456,0.0,962,8192,96.67517148517072,9.681656956672668e-05,4.88487197086215,0.0037220604717731476,33.24501456692815,134.83427157625556,3.680028021335602e-05,0.19556848067819352,5.751935910339791e-06,0.05137562771412655,647097,134.83427157625556,2399.601349253532,,,,,,,
30,0.06785120069980621,0.0020072160878044087,-3.810433923945311e-05,6.484434038611653e-06,-0.0025114539166679606,0.677734375,0.343483276323894,219.47975540161133,224.244140625,140.86901473999023,5e-06,30,0,0.375,1.0,0.0,0.375,1.0,0.0,-0.18970108032226562,2.4748666286468506,-1.6201815605163574,-0.18970108032226562,2.4748666286468506,-1.6201815605163574,3316.15625,8192.0,127.0,0.0625,3316.15625,8192.0,127.0,0.0625,0.0,1197.3125,1991.0,787.0,0.0,3,62,34.078125,0.4375,0.5625,3.0,8,3.0,8.0,8,8,6.35385513305664e-05,1.5145954191684723,88.54955264180899,34.714267701652716,0.0,0.0,0.0,88.54955264180899,0.0,1563,8192,90.89605358242989,0.00010943412780761719,4.351826077327132,0.003729904070496559,29.084576204419136,124.36180276051164,3.703124821186066e-05,0.21414112155081158,6.456204122550836e-06,0.050343375391050285,577724,124.36180276051164,2322.7550066660965,,,,,,,
31,0.0690368041396141,0.0022048145401640795,0.00010573482890663399,4.924964059682679e-06,0.003891750384354964,0.615234375,0.3368631319339592,219.47975540161133,224.244140625,138.8695182800293,5e-06,31,0,0.484375,1.0,0.0,0.484375,1.0,0.0,-0.3067663013935089,2.4748666286468506,-2.4748666286468506,-0.3067663013935089,2.4748666286468506,-2.4748666286468506,2697.59375,8192.0,82.0,0.078125,2697.59375,8192.0,82.0,0.078125,0.0,1229.8125,1670.0,882.0,0.0,3,62,24.3125,0.3125,0.6875,3.875,8,3.875,8.0,8,8,6.248056888580322e-05,0.8880864027887583,86.15817127004266,27.482326508456026,0.0,0.0,0.0,86.15817127004266,0.0,1568,8192,88.6225297562778,9.994208812713623e-05,3.880905833095312,0.0036793723702430725,25.664609510451555,118.20978945679963,3.5703182220458984e-05,0.2566596670536178,7.31910447067298e-06,0.051052717502907366,502708,118.20978945679963,2126.338276677657,,,,,,,
32,0.07078845053911209,0.0010824114469869528,-6.924417448317399e-06,1.4905980947332864e-06,0.0011337679607095197,0.4111328125,0.328175120878235,219.47975540161133,224.244140625,138.7109031677246,5e-06,32,0,0.5078125,1.0,0.0,0.5078125,1.0,0.0,-0.20320911705493927,0.7245674133300781,-2.4748666286468506,-0.20320911705493927,0.7245674133300781,-2.4748666286468506,1715.875,8192.0,129.0,0.0703125,1715.875,8192.0,129.0,0.0703125,0.0,1090.1875,1559.0,798.0,0.0,3,62,15.9453125,0.4375,0.5625,4.0625,8,4.0625,8.0,8,8,3.351271152496338e-05,1.3756495080888271,76.23742570355535,16.14512726815883,0.0,0.0,0.0,76.23742570355535,0.0,1083,8192,78.43492233194411,0.00012213550508022308,2.9243149515241385,0.003908634185791016,18.084666270762682,99.47363140434027,4.162825644016266e-05,0.35711973816176196,1.0882225387528721e-05,0.050350430626664035,359176,99.47363140434027,1805.3829689801005,,,,,,,
33,0.07808172702789307,0.0016461389604955912,0.00017135840869286767,3.3468004971837217e-06,0.0029857903136871755,0.48046875,0.3352388394429469,219.47975540161133,224.244140625,138.7158432006836,5e-06,33,0,0.5234375,1.0,0.0,0.5234375,1.0,0.0,-0.14933991432189941,2.4748666286468506,-2.4748666286468506,-0.14933991432189941,2.4748666286468506,-2.4748666286468506,2641.828125,8192.0,112.0,0.0546875,2641.828125,8192.0,112.0,0.0546875,0.0,1139.5625,1639.0,783.0,0.0,3,62,29.3359375,0.25,0.75,4.1875,8,4.1875,8.0,8,8,6.0696154832839966e-05,1.2155820988118649,86.6737937219441,26.90470837097382,0.0,0.0,0.0,86.6737937219441,0.0,1047,8192,88.8584987912327,0.0001000426709651947,3.7489868365228176,0.003726871684193611,24.359741903841496,117.00381183624268,3.6677345633506775e-05,0.2627752408406605,7.699861749343229e-06,0.0503281735469373,484018,117.00381183624268,2068.3856038700114,,,,,,,
34,0.06506545096635818,0.0018892571843025507,-1.234713556641509e-05,1.2863523579653702e-06,0.0006698874640278518,0.751953125,0.33836407947209557,219.47975540161133,224.244140625,139.09091186523438,5e-06,34,0,0.46875,1.0,0.0,0.46875,1.0,0.0,-0.25171327590942383,2.4748666286468506,-2.4748666286468506,-0.25171327590942383,2.4748666286468506,-2.4748666286468506,2859.6484375,8192.0,141.0,0.0703125,2859.6484375,8192.0,141.0,0.0703125,0.0,1179.3125,1690.0,868.0,0.0,3,62,29.4765625,0.3125,0.6875,3.75,8,3.75,8.0,8,8,6.13722950220108e-05,1.5939765572547913,87.19807707890868,29.633477621449856,0.0,0.0,0.0,87.19807707890868,0.0,1080,8192,89.40187630802393,9.715557098388672e-05,3.9420752357691526,0.0037803929299116135,25.734680134803057,119.11499118618667,3.5647302865982056e-05,0.2442440649337466,7.31235588111812e-06,0.04977819584400199,516987,119.11499118618667,2170.1172742896238,,,,,,,
35,0.06813808530569077,0.0017423235331079923,-9.279281930485439e-05,9.779773733953334e-06,0.0019572210730984807,0.796875,0.33676164654074325,219.47975540161133,224.244140625,139.11180114746094,5e-06,35,0,0.4609375,1.0,0.0,0.4609375,1.0,0.0,-0.28102371096611023,2.4748666286468506,-0.935412585735321,-0.28102371096611023,2.4748666286468506,-0.935412585735321,2955.4453125,8192.0,131.0,0.078125,2955.4453125,8192.0,131.0,0.078125,0.0,1148.5,1634.0,784.0,0.0,3,62,29.0390625,0.3125,0.6875,3.6875,8,3.6875,8.0,8,8,6.219558417797089e-05,1.4652574975043535,85.10271140560508,30.238802820662386,0.0,0.0,0.0,85.10271140560508,0.0,1634,8192,87.51401851698756,9.942054748535156e-05,4.020765617489815,0.004267070442438126,27.22501021064818,118.7898885961622,4.061870276927948e-05,0.2313368028744282,8.123034127674638e-06,0.051827053256009704,525305,118.7898885961622,2211.0678198622845,,,,,,,
36,0.06757543236017227,0.0009456631405555527,-0.000148182213479231,1.9516790530360595e-06,0.0022467037561000325,0.39453125,0.33324149227867295,219.47975540161133,224.244140625,139.05194473266602,5e-06,36,0,0.6171875,1.0,0.0,0.6171875,1.0,0.0,-0.15620872378349304,2.4748666286468506,-2.4748666286468506,-0.15620872378349304,2.4748666286468506,-2.4748666286468506,2349.8359375,8192.0,140.0,0.0625,2349.8359375,8192.0,140.0,0.0625,0.0,1093.375,1528.0,783.0,0.0,3,62,23.875,0.25,0.75,4.9375,8,4.9375,8.0,8,8,3.565289080142975e-05,1.4999172203242779,85.51219958253205,23.691559758372023,0.0,0.0,0.0,85.51219958253205,0.0,1427,8192,88.03414901718497,0.00013776496052742004,3.4509777314960957,0.004240298643708229,22.183666456490755,113.70205008611083,4.267692565917969e-05,0.2926871524181707,9.621058295668399e-06,0.05033380101806035,440731,113.70205008611083,1938.0961014608702,,,,,,,
37,0.06657059490680695,0.0006606838524021441,-0.00019342828372259646,0.0,0.003155955404508859,0.6416015625,0.31543776149840846,219.47975540161133,224.244140625,139.46479034423828,5e-06,37,0,0.5625,1.0,0.0,0.5625,1.0,0.0,-0.19111204147338867,1.20761239528656,-1.20761239528656,-0.19111204147338867,1.20761239528656,-1.20761239528656,1452.2421875,8192.0,104.0,0.015625,1452.2421875,8192.0,104.0,0.015625,0.0,1121.375,1827.0,787.0,0.0,3,62,16.1875,0.375,0.625,4.5,8,4.5,8.0,8,8,3.3000484108924866e-05,1.123301388695836,74.95323835685849,13.475516019127099,0.0,0.0,0.0,74.95323835685849,0.0,874,8192,77.21980153024197,0.000124320387840271,2.717418856918812,0.00379062257707119,16.766365909948945,96.73712474107742,4.230625927448273e-05,0.41541259760091864,1.1506854643030966e-05,0.0508961605897249,329423,96.73712474107742,1702.671031838707,,,,,,,
38,0.06875554472208023,0.002440522628603503,-0.0001403706345683986,7.491373025914072e-06,0.007224877277621999,0.771484375,0.3259140558687495,219.47975540161133,224.244140625,139.07617568969727,5e-06,38,0,0.609375,1.0,0.0,0.609375,1.0,0.0,-0.49312615394592285,2.4748666286468506,-2.4748666286468506,-0.49312615394592285,2.4748666286468506,-2.4748666286468506,2391.296875,8192.0,146.0,0.0390625,2391.296875,8192.0,146.0,0.0390625,0.0,1114.25,1455.0,788.0,0.0,3,62,25.3359375,0.0625,0.9375,4.875,8,4.875,8.0,8,8,7.246434688568115e-05,1.6125860754400492,84.52200640179217,24.215495341602946,0.0,0.0,0.0,84.52200640179217,0.0,1455,8192,87.06938450410962,0.00012071244418621063,3.467328555881977,0.0040613096207380295,22.938264610245824,113.50910303741693,4.017725586891174e-05,0.28446052581336495,9.051078916756991e-06,0.051120466693957846,448710,113.50910303741693,1976.5375110579812,,,,,,,
39,0.0752856656908989,0.0010479769007361028,-0.00015497007098019822,1.3605130675387045e-06,0.00029885346884839237,0.3671875,0.3365142486541321,219.47975540161133,224.244140625,139.22137069702148,5e-06,39,0,0.515625,1.0,0.0,0.515625,1.0,0.0,-0.17738968133926392,0.7245674133300781,-2.4748666286468506,-0.17738968133926392,0.7245674133300781,-2.4748666286468506,2289.78125,8192.0,109.0,0.046875,2289.78125,8192.0,109.0,0.046875,0.0,1278.875,1706.0,913.0,0.0,3,62,23.15625,0.4375,0.5625,4.125,8,4.125,8.0,8,8,8.293241262435913e-05,1.227543467655778,85.71688385494053,23.250337779012625,0.0,0.0,0.0,85.71688385494053,0.0,1053,8192,88.014334352687,9.639188647270203e-05,3.534124558791518,0.003736775368452072,22.55293621122837,114.14382912404835,3.6794692277908325e-05,0.30029592876191435,8.180546267529078e-06,0.04937287365523694,456788,114.14382912404835,2000.9316469643552,,,,,,,
40,0.06412939727306366,0.0019613410095189465,-0.00018046059486209742,5.126732503413223e-06,0.007775720616336912,0.72265625,0.33659503159143755,219.47975540161133,224.244140625,139.24749755859375,5e-06,40,0,0.6015625,1.0,0.0,0.6015625,1.0,0.0,-0.3140469193458557,1.6201815605163574,-2.4748666286468506,-0.3140469193458557,1.6201815605163574,-2.4748666286468506,2603.6484375,8192.0,238.0,0.0625,2603.6484375,8192.0,238.0,0.0625,0.0,1154.6875,1561.0,800.0,0.0,5,62,28.046875,0.25,0.75,4.8125,8,4.8125,8.0,8,8,3.299117088317871e-05,2.5655903574079275,83.90151232853532,26.442914486979134,0.0,0.0,0.0,83.90151232853532,0.0,971,8192,86.28178010880947,0.00011170469224452972,3.757519204169512,0.0038029272109270096,23.99395591020584,114.06283668801188,4.3664127588272095e-05,0.25889686080172797,7.905192438739323e-06,0.04987653676141959,481067,114.06283668801188,2108.7806246473992,,,,,,,
41,0.07422811537981033,0.002467453417921206,-0.00018994441370523418,6.592160389118362e-06,0.006086662964662537,0.6796875,0.3338585467434561,219.47975540161133,224.244140625,138.52671432495117,5e-06,41,0,0.578125,1.0,0.0,0.578125,1.0,0.0,-0.286200612783432,2.4748666286468506,-2.4748666286468506,-0.286200612783432,2.4748666286468506,-2.4748666286468506,2608.4375,8192.0,121.0,0.046875,2608.4375,8192.0,121.0,0.046875,0.0,1128.8125,1719.0,787.0,0.0,3,62,27.53125,0.1875,0.8125,4.625,8,4.625,8.0,8,8,6.269477307796478e-05,1.3521189093589783,83.85007323510945,26.31599492118403,0.0,0.0,0.0,83.85007323510945,0.0,859,8192,85.98705805838108,0.0001084599643945694,3.6801420133560896,0.0037825293838977814,23.815949914976954,113.52308101579547,3.857351839542389e-05,0.2575388105258808,7.907153872955092e-06,0.049785834159009286,478368,113.52308101579547,2106.9195608487776,,,,,,,
42,0.08070085197687149,0.00016941177545959363,-0.00016718610618227103,9.840350685408339e-07,0.0019133367968606763,0.12109375,0.3219201997791312,219.47975540161133,224.244140625,138.86677932739258,5e-06,42,0,0.515625,1.0,0.0,0.515625,1.0,0.0,-0.04830352962017059,1.6201815605163574,-0.5400605201721191,-0.04830352962017059,1.6201815605163574,-0.5400605201721191,1354.90625,8192.0,127.0,0.015625,1354.90625,8192.0,127.0,0.015625,0.0,1151.1875,1485.0,780.0,0.0,3,62,15.296875,0.4375,0.5625,4.125,8,4.125,8.0,8,8,6.4067542552948e-05,1.4004703667014837,72.87060602940619,12.639749305002624,0.0,0.0,0.0,72.87060602940619,0.0,1485,8192,75.17432635091245,0.00010447762906551361,2.5970545578747988,0.0037303082644939423,15.711452670395374,93.51293079927564,3.528036177158356e-05,0.43346130008368,1.1628867960888903e-05,0.048978903517661244,320780,93.51293079927564,1715.163866955204,,,,,,,
43,0.0726081132888794,0.0009458155964239268,-0.0001268635116105088,1.4214236898624222e-06,0.0009773085857887054,0.732421875,0.3444236130040722,219.47975540161133,224.244140625,139.0137825012207,5e-06,43,0,0.5,1.0,0.0,0.5,1.0,0.0,-0.13898169994354248,2.4748666286468506,-2.4748666286468506,-0.13898169994354248,2.4748666286468506,-2.4748666286468506,2857.25,8192.0,103.0,0.0859375,2857.25,8192.0,103.0,0.0859375,0.0,1286.1875,2018.0,780.0,0.0,3,62,29.0390625,0.375,0.625,4.0,8,4.0,8.0,8,8,6.204470992088318e-05,1.1132383793592453,88.1499059535563,28.864983410661807,0.0,0.0,0.0,88.1499059535563,0.0,985,8192,90.47014209069312,9.617768228054047e-05,4.043409833684564,0.0036281216889619827,26.56345104239881,121.11032711341977,3.5664066672325134e-05,0.24737001840354886,6.840865994724306e-06,0.05008569847348746,530360,121.11032711341977,2189.5738069608137,,,,,,,
44,0.07373102754354477,0.0016083849222923163,-0.0001980465917768015,1.9728120150830364e-06,-2.5985631509684026e-05,0.591796875,0.3344404095926874,219.47975540161133,224.244140625,139.23207092285156,5e-06,44,0,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.22473713755607605,2.4748666286468506,-2.4748666286468506,-0.22473713755607605,2.4748666286468506,-2.4748666286468506,2157.953125,8192.0,117.0,0.0390625,2157.953125,8192.0,117.0,0.0390625,0.0,1128.1875,1521.0,870.0,0.0,3,62,19.4609375,0.375,0.625,4.3125,8,4.3125,8.0,8,8,3.225170075893402e-05,1.2905202582478523,84.79393333941698,21.450960510861478,0.0,0.0,0.0,84.79393333941698,0.0,1350,8192,87.1284400857985,0.00010050460696220398,3.3429320100694895,0.0036957934498786926,21.420486692339182,111.92124606668949,3.837980329990387e-05,0.3154336070994595,8.786412275700248e-06,0.05092525590985622,420626,111.92124606668949,1879.1159622604873,,,,,,,
45,0.08055506646633148,0.0022478813225461636,-0.00017453806617595546,8.234301844822767e-07,-0.001803663675673306,0.85546875,0.32675952493517096,219.47975540161133,224.244140625,139.33391952514648,5e-06,45,0,0.4765625,1.0,0.0,0.4765625,1.0,0.0,-0.271020770072937,1.6201815605163574,-2.4748666286468506,-0.271020770072937,1.6201815605163574,-2.4748666286468506,1864.5546875,8192.0,100.0,0.0078125,1864.5546875,8192.0,100.0,0.0078125,0.0,1340.625,2021.0,958.0,0.0,3,61,21.3515625,0.375,0.625,3.8125,8,3.8125,8.0,8,8,3.1966716051101685e-05,1.1559740472584963,77.14379080943763,18.04836580832489,0.0,0.0,0.0,77.14379080943763,0.0,2021,8192,79.77464663796127,0.00010562315583229065,3.226906068623066,0.0037218518555164337,20.554819099605083,103.58620528690517,3.6053359508514404e-05,0.33425644795364706,9.071868180938651e-06,0.050101566798870685,410263,103.58620528690517,1980.2974675232326,,,,,,,
46,0.0734628289937973,0.0026317624797229655,0.00010305721366421494,2.25610432380563e-06,-0.0013280153216328472,0.6796875,0.326760165564328,219.47975540161133,224.244140625,139.22953033447266,5e-06,46,0,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.44691070914268494,2.4748666286468506,-2.4748666286468506,-0.44691070914268494,2.4748666286468506,-2.4748666286468506,2130.5234375,8192.0,139.0,0.0234375,2130.5234375,8192.0,139.0,0.0234375,0.0,1309.5,1859.0,859.0,0.0,3,62,23.1171875,0.0625,0.9375,5.5625,8,5.5625,8.0,8,8,6.226450204849243e-05,1.589490108191967,80.41941742040217,21.175987820126466,0.0,0.0,0.0,80.41941742040217,0.0,1203,8192,82.68038748390973,0.00010095350444316864,3.430597359314561,0.0036447234451770782,22.079467007890344,108.21968532912433,3.909878432750702e-05,0.303183957448506,8.277386021572977e-06,0.050143796730787046,440323,108.21968532912433,2034.3941985271106,,,,,,,
47,0.07108498364686966,0.0013457180029945448,0.00016561550461346997,1.2515636285570508e-05,0.0020356530585559085,0.580078125,0.3361667707556731,219.47975540161133,224.244140625,138.8667869567871,5e-06,47,0,0.4609375,1.0,0.0,0.4609375,1.0,0.0,-0.1398468315601349,2.4748666286468506,-2.4748666286468506,-0.1398468315601349,2.4748666286468506,-2.4748666286468506,2273.8515625,8192.0,125.0,0.0390625,2273.8515625,8192.0,125.0,0.0390625,0.0,1263.75,1804.0,832.0,0.0,3,62,25.4765625,0.375,0.625,3.6875,8,3.6875,8.0,8,8,6.27022236585617e-05,1.3397836182266474,82.58629022352397,22.711772596041556,0.0,0.0,0.0,82.58629022352397,0.0,1090,8192,84.75995083153248,0.00021735019981861115,3.486951580271125,0.003684908151626587,22.37886905670166,110.65826605632901,4.200637340545654e-05,0.2912182689459737,8.137814399380289e-06,0.04942187847235318,452813,110.65826605632901,2045.9971773346874,,,,,,,
